name,dish,Operation time
Peasant,"{'Wine Menu': {'Umbria': 'Montelfalco Rosso, Milziade Antano 2010,Sagrantino Di Montefalco, Antonelli 2006', 'Campania': 'Aglianico, San Salvatore Jungano 2010,Irpinia Rosso, Feudi Gregorio Serpico 2005,Taurasi Riserva, Mastroberardino Radici 1997', 'Liguria': 'Cinqueterre Bianco, Campogrande 2009', 'Alto Adige': 'Pinot Nero, Erste & Neue 2012,Lagrein, Caldaro Spigel 2008', 'Vino Spumante': 'Bonarda Oltrepo Frizzante, Luzzano 2011,Villa Rinaldi Rose Rosa 2005,Chardonnay, Miali, Lunalba 2012,Spumante Brut, De Conciliis, Selim Nv,Franciacorta, Barone Pizzini, Saten 2007,Brut Zero Ris, Manzoni Valentino 2001', 'Sardegna': 'Carignano Ris, Sella & Mosca, Terre Rare 2007,Rosso Sardegna, Sella & Mosca, Tanca Farra 2005,Carignano De Sulcis, Santadi Rocca Rubiia 2010,Carignano Superiore, Santadi Terre Brune 2007,Korem, Argiolas 2009,Turriga, Argiolas 2006', 'Abruzzo': ""Montepulciano D'abruzzo, Castorani, Amorino 2007"", 'Piemonte': ""Rosso Priocca, Hilberg,vareij 2012,Dolcetto D'alba, Conterno Fantino 2011,Dolcetto Di Dogliani,poderi Luigi Einaudi 2010,Langhe Rosso, Aldo Conterno 2009,Gattinara, Travaglini 2007,Roero Rosso, Cascina Ca'rossa Audinaggio 2009,Barbaresco, Adriano ,Basarin 2009,Barbera D'alba, Giovanni Rocca 2011,Barbera D'alba, Montezemolo Funtani,Barbera D'alba, Marchesi Di Barolo, Ravera 2009,Barbaresco, Bruno Giacosa Stefano 2009,Barolo, Giovanni Rocca, Bricco Ravera 2008,Barolo, Gianfranco Alessandria 2009,Barolo, C. D. Montezemolo, Enrico Vi 2009,Barolo, Marchesi Di Barolo, Cannubi 2007"", 'Sicilia': ""Etna Rosso, Barone Di Villagrande 2011,Rosso Sicilia, Passopisciaro, Scinniri 2011,Cerasuolo Di Vittoria, Planeta 2011,Etna Rosso, Tenuta Di Fessina, Erse 2011,Rossa Sicilia, Planeta, Burdese 2007,Nero D'avola Morgante Don Antonio 2009,Rosso Sicilia, Passopisciaro 2010,Rosso Sicilia, Passopisciaro Franchetti 2009"", 'Friuli': 'C. O. F. Rosso, Dorigo Montsclapade 2007', 'Puglia': 'Salice Salentino Ris, Castris Donna Lisa 2004', 'Vino Bianco': '', 'Marche': 'Rosso Conero Ris, Garofoli Agontano 2008', 'Veneto': ""Palazzo Della Torre, Allegrini 2010,Rosso Verona, Bertani, Secco-Bertani 2010,Calaone, Ca' Orologio 2010,Relogio, Ca' Orologio 2009,Teroldego, Marion 2008,Amarone Di Valpolicella, Zardini 2009,Amarone Di Valpolicella, Tommasi 2009,Amarone Di Valpolicella, Marion 2007"", 'Toscana': 'Morellino Di Scansano, La Selva 2011,Sangiovese, Tenuta Di Burchino Genius Loci 2005,Rosso Di Montalcino, La Palazzetta 2011,La Cattura, Poggio Al Casone 2010,Campomaggio, Castellani 2003,Chianti Classico Ris, Tenuta Di Capraia 2009,Brunello Di Montalcino, Fattoria La Lecciaia 2007,Le Cupole, Tenuta Di Trinoro 2009,Chianti Classico Ris, Verrazzano 2008,Brunello Di Montalcino, La Palazzetta 2007,Toscano Rosso, Fonterutoli, Philip 2008,Giorgio Primo, La Massa 2008,Rosso Toscana, Castello Rampolla Sammarco 2004,Toscana Igt, Antinori Tignanello 1995,Toscana Igt, Antinori Tignanello 1997,Toscana Igt, Antinori Solaia 1995', ""Val D'aosta"": 'Blanc De Morgex 2011,Moscato Bianco, Ezio Voyat La Gazzella 2008', 'Lombardia': 'Valtellina Rosso, Sandro Fay 2011,Bonarda, Mazzolino 2011,Pinot Nero, Mazzolino Noir 2008', 'Vino Rosso': ''}, 'Dinner Menu': {'Main': 'Insalata Stagione,Acciuga E Radice,Prosciutto E Frutta,Burrata Salentina,Insalata Di Tonno,Bocconcini,Trippa Alla Romana,Sarde Al Forno,Cannolicchi,Seppie in Terracotta,Polpi in Purgatorio,Pizza Margherita,Pizza Peperoncini E Soppressata,Pizza Bianca,Busiate Con Le Sarde,Gnocchi Con Funghi,Spaghettini Ricci,Spaghetti Con Vongole,Lasagne Di Coniglio,Risotto Stagione,Razza Con Capperi,Orata Alla Griglia,Agnello Con Polenta,Spiedini Alla Pollastra,Porchetta Arrosto,Piccione Alla Griglia,Fegato Di Porchetta,Bistecca Alla Fiorentina'}, 'Prix-Fixe': {'Family Style A': 'Meat & Cheese Platters,Stagione Salad (Seasonal Vegetables),Insalata Acciuga (Anchovy & Radish),Insalata Di Tonno (Cured Tuna & White Beans),Burrata & Tomato,Boccocini (Speck & Mozz),Sarde (Baked Sardines),Pizzas (Choose Margherita or Bianca)', 'Family Style B': 'Razza Con Capperi (Skate Fish with Lemon & Capers),Agnello Con Polenta (Roasted Leg of Lamb),Porchetta (Suckling Pig & Potatoes),Bistecca Alla Fiorentina (T Bone Steak),Malloreddus Bottarga (Pasta with Shaved Mullet Roe),Gnocchi Con Funghi (Brown Butter, Sage & Mushrooms),Risotto Stagione (Seasonal)', 'Dolcis Assortimento': 'Ricotta Cheese Cake,Chocolate Cake,Panna Cotta,Biscotti'}}","Dinner: Tuesday - Thursday 6:00 p.m. - 11:00 p.m., Friday & Saturday: 6:00pm - 11:30pm, Holidays: Closed     Please note: We will be closed on Sundays during July and August. We will be open on Sundays from 6:00 p.m. - 10:00 p.m. beginning in September."
Persepolis,"{'Dinner Menu': {'Vegetarian Entrees': 'Vegetarian Gaimeh Badamjan,Vegetarian Ghormeh Sabzi,Market Vegetable', 'Salads': 'Shirazi Salad,Tabuleh Salad,Beet Salad,Salad Trio,Olivieh Salad,House Salad,Greek Salad,Pineapple Salad,Cheese and Vegetable,Dolmeh,Falafel Salad', 'Soups': 'Ash,Lentil', 'Seafood Entrees': 'White Fish,Grilled Jumbo Shrimp,Atlantic Salmon Kebab', 'Entrées': 'Saffron Chicken,Cornish Hen,Lemon Chicken,Ground Chicken Kubideh,Ground Beef Kubideh,Baby Lamb Barg,Sirloin Barg,Filet Mignon Barg,Caspian,Soltani Sirloin,Soltani Lamb,Mixed Grill Kebab,Lamb Shank,Rack of Lamb,Abgoosth Dizi (Not with Rice)', 'Stews': 'Khoresht Ghormeh Sabzi,Khoresht Fesenjan,Khoresht Gaimeh', 'Appetizers': 'Baba,Eggplant Mirza,Eggplant Halim,Eggplant Trio,Sambusa,Yogurt & Cucumber,Yogurt & Shallots,Borani,Yogurt Trio,Yogurt & Beets,Hummus', 'Side Dishes': 'Grilled Onion,Persian Pickled Cucumbers,Torshi (Pickled Vegetables),Aged Garlic Torshi (Pickled Garlic),Sauteed or Steamed Spinach,Sauteed or Steamed Broccoli,Sauteed or Steamed Mixed Vegetables,Baked Eggplant'}, 'Lunch Specials': {'Entrees': 'Beef Stew,Ground Chicken Kebab,Vegetarian Stew,Seared Chicken,Chicken Stew,Ground Beef Kebab,Sumac Crusted Tilapia', 'Wine by the Glass': 'Cabernet Sauvignon,Merlot,Chardonnay,Pinot Grigio,Rose,Prosecco', 'Happy Hours Drinks': '', 'All Well Drinks': 'House Vodka,Gin,Whiskey,Rum,Tequila', 'All Beers (Bottle)': 'All Beers (Bottle)', 'Appetizers': 'Tabuleh Salad,Shirazi Salad,Yogurt & Cucumber,Hummus,Borani,Dolmeh,Lentil Soup'}}","Monday - Thursday:12:00 Noon -11:00pm    Friday- Saturday: 12:00 Noon -11:30 PM    Sunday:12:00 Noon- 11:00 PM
"
Porter House,,
Per Se,{},Lunch: Friday - Sunday: 11:30am - 1:00pm; Dinner Nightly: 5:30pm - 9:30pm
Prospect,,
Prune,,
Piccola Venezia,{},
Porsena,{},Sunday-Monday: 5:30pm - 10:00pm    Tuesday-Saturday: 5:30pm - 11:00pm
Quatorze Bis,,
Racines NY,,
Pippali,"{'Lunch & Dinner Menu': {'Chicken Entrees': 'Ludhiana Curry,Murg Tikka Masala,Kolhapuri', 'Seafood Entrees': 'Konkan Shrimp Curry,Bombay Fish Curry', 'Beverages': 'Soda,Pippalo Chai,Lassi,Mineral Water,Sparkling Pr Still', 'Kerala Moilee': 'Kesari Murg,South Indian Chettinad Duck,Adraki Lamb Chops', 'Entrees': 'Jackfruit (Vegetarian),Chicken,Lamb,Goat', 'Vegetarian Entrees': 'Baingan Ka Salan,Achari Bhindi,Jaipuri Kofta,Subz Tikka Masala,Aloo Gobi Matter,Kadhai Paneer,Palak Paneer,Chana Masala,Dal Tadka,Maa Ki Dal', 'Non Vegetarian Appetizers': ""Madula,Hari Mirch Tikka,Chicken Tikka,Taash Kabab,Seekh Kabab,Tawa Kanava,Chilli Shrimp 'Balchao',Lehsuni Scallops"", 'Tandoori Entrees': 'Kesari Murg,The Classic Tandoori Chicken,Salmon Tikka', 'Rice Dishes': 'Dum Biryani', 'Lamb / Goat Entrees': 'Deg Gosht,Goa Vindaloo,Jaipuri Kofta,Bakra,Bihari Nalli Gosht', 'Classic Indian Breads': 'Naan,Roti,Laccha Paratha / Pudina Paratha,Topped Naans,Kashmiri Kulcha,Chili Cheese Naan', 'Vegetarian Appetizers': 'Anjeeri Tikki,Samosa,Dahi Papdi Chaat,Bhajiya,Aloo Samosa Chaat,Malai Paneer Tikka'}, 'Dessert Menu': {'Dessert': 'Amarkhand,Double Ka Meetha,Gulab Jamun,Malai Kulfi,Rasmalai,Atom Bomb'}, 'Bar Menu': {'Reds by the Glass': ""Chateau St. Jean, Cabernet Sauvignon, Sonoma, California,Sula, Shiraz, India,Nederburg, Pinotage, South Africa,Enrique Foster 'Ique', Malbec, Argentina,Five Rivers, Pinot Noir, California,Ramon Bilbao, Tempranillo, Spain,Stoneleigh, Pinot Noir, New Zealand,Pat Paulsen, Red Blend, Lodi, California"", 'Whites by the Bottle': ""Hermann J. Wiemer, Riesling, Finger Lakes, New York,Chateau St. Michelle, Gewurztraminer, Columbia Valle,Mar De Frades, Albarino, Spain,Mirza Ghalib, Viognier, Pays d 'Oc, France,William Hill, Chardonnay, California,Kim Crawford, Sauvignon Blanc, New Zealand,Davis Bynum-Virginia's Block, Sauvignon Blanc, Russian River, California"", 'Teetotaler': 'Pippali Mojito,Lassi', 'Reds by the Bottle': ""Mirza Ghalib, Pays d 'OC, France,J Lohr, Merlot, California,Tintara, Shiraz, Australia,Martin Codax 'Ergo', Tempranillo, Rioja, Spain,Chateau De Campuget, Tradition Rhone, France,Jospeh Drouhin, Beaujoulais Village, France,Luigi Bosco, Malbec, Mendoza, Argentina,Folie a Deux, Cabernet Sauvignon, Napa Valley, California,Rodney Strong, Pinot Noir, California"", 'Cocktails': 'Cardamon Old Fashion,Gulabo,Goldern Margarita,The Indian Sparkle,The Mumbai Mule', 'Half Bottles (375ml)': ""J Lohr, Chardonnay, California,Terrazas, Malbec, Argentina,J Lohr, Merlot, California,Jean Paul Balland, Sancerre, France,Chateau D'Esclans, Rose, France"", 'Whites by the Glass': 'Mont Pellier, Viognier, California,Sula, Chennin Blanc, India,St. M, Riesling, Pfalz, Germany,Bijou, Chardonnay, California,Lenz Moser, Gruner Veltliner, Austria,Matua, Sauvignon Blanc, New Zealand', 'Beers': 'Kingfisher,Taj Mahal', ""Rose' by the Bottle"": 'M Chapoutier, Rose, France', ""Sparklers & Rose' by the Glass"": ""Mirza Ghalib, Rose', Cuvee Jaipur, France,Mionetto, Prosecco, Treviso""}}",Lunch:     Monday - Friday: 11:30am - 3:00pm    Saturday - Sunday: 12:00pm - 3:00pm    Dinner:     Sunday-Thursday: 5:00pm - 10:15pm      Friday-Saturday: 5:00pm - 10:45pm
Rebelle,,
Purple Yam,{},
Prime Meats,"{'Brunch Menu': {'Main': 'Housemade Pretzel,Oysters', 'House Specials': 'Weisswurst,Hot Dogs,The Prime Meats 5oz Burger', 'Brunch Specials': ""Ithaca Yogurt,Old Fashioned Griddle Cakes,Brioche French Toast,Biscuits & Gravy,Shrimp & Grits,Eggs Benedict,Fines Herbes Egg White Omelet,Gruyerecheese Omelet,Farmer's Breakfast,Housemade Bratwurst,Steak and Eggs"", 'Sandwiches': 'Sausage, Egg & Gruyere Cheese Biscuit,Bagel & Lox,Avocado Sandwich,Roast Beef,Prime Meats Turkey Club', 'Salads': 'Mixed Greens,Bibb Lettuce,Salad Nicoise', 'Coffee': 'Espresso,Cappuccino,Latte,Coffee', 'Sides & Additions': ""Seasonal Fruit,Hand-Cut French Fries,Faicco's Thick Cut Bacon,Home Fries,Pretzel,Cheese Grits"", 'Cocktails': 'Mimosa,Bloody Mary,Bloody Maria,Prime Meats Shandy,Campari & Fresh Grapefruit,Brunch Punch', 'Tea': 'Tea,Iced Black,Iced Green', 'Juice': 'Orange,Grapefruit'}, 'Dinner Menu': {'Main': 'Oysters,House-Made Pretzel,Tartare of Wagyu Beef,Grilled Octopus,Herb & Gruyere Spätzle,Chilled Pea Soup,Bibb Lettuce,Kale Salad,Chilled Iceberg,Chicory Salad,Ancient Grain Salad,Prime Meats Burger,Cheese,Thick Cut Bacon,Pan Roasted Monkfish,Crispy Guinea Hen,Hampshire Pork Chop,Pork Schnitzel,Green Circle Chicken,Steak Frites,Dry-Aged Côte de Boeuf for Two', 'House-Made Sausages': 'Bratwurst & Sauerkraut,Veal Bockwurst,Knackwurst,Wurstbrett', 'Sides': 'Fingerling Potatoes,Fried Brussels Sprouts,Hand Cut French Fries'}, 'Bar Menu': {'Desserts': 'Apple Strudel,Malted Chocolate Crémeux,Lemon Meringue Pie,Coconut Cream Pie,Caramel Flan', 'Tavern Menu': 'Housemade Pretzel,Hand Cut French Fries,Oysters,Arugula Salad,Chilled Iceberg,Bibb Lettuce,Herb & Gruyere Spätzle,Pork Schnitzel,The Prime Meats 5oz Burger,Steak Frites', 'Hand Crafted Sausages': 'Weisswurst,Bratwurst & Sauerkraut,Thüringer Sausage,Kaiserwurst,Wurstbrett'}, 'Lunch Menu': {'Main': 'Housemade Pretzel,Soup of the Day,Bibb Lettuce,Arugula Salad,Salad Nicoise,Caesar Salad,Steak Frites,The Prime Meats 5oz Burger', 'Draft Beer': 'Draft Beer', 'Sandwiches': 'Egg & Swisscheese Sandwich,Prime Meats Turkey Club,Roast Beef,Sauerbraten Rueben,Sausage Sandwich', 'Hand Crafted Sausages': 'Weisswurst,Bratwurst & Sauerkraut,Thüringer Sausage,Hot Dogs', 'Desserts': 'Lemon Meringue Pie,Apple Strudel,Malted Chocolate Crémeux,Coconut Cream Pie,Caramel Flan', 'Bottled Beer': 'Chimay Rouge Belgian Dark Trappist 11. 2oz', 'Lunch Cocktails': 'Prime Manhattan,Old Fashioned,Palma Fizz,Continental Sour'}}",Brunch: Saturday & Sunday: 10:00am - 4:00pm    Lunch: Monday - Friday: 11:00am - 4:00pm    Dinner: Sunday - Thursday: 5:30pm - 11:00pm (bar open until 12:00am)    Friday & Saturday: 5:30pm - 12:00am (bar open until 1:00am)
Pylos,"{'New Years Menu': {'Course #1': 'Soupa apo kastana, garides kai ligo Metaxa', 'Course #4': 'Carne arniou me krousta apo myrodika', 'Course #6': 'Ta mesanychta tha tsougrisoume me elliniko afrodes krasi', 'Course #3': 'Astakos apo tin Maine, me saltsa estragon', 'Course #5': 'Achladi, elafros vrasmeno se kokkino krasi', 'Course #2': 'Htenia se kroysta apo manitaria portsini me fava kai ladi troufas,Heimoniatiki salata apo fresko spanaki, marathoriza, karydia, rodi, kai feta. Servirismeni me elliniki vinaigrette'}, 'Dinner Menu': {'Kreata (Meat Specialties)': 'Arni Kotsi Me Meli, Gigantes Skordalia Kai Psiti Tomata,Brizola,Paidakia Galaktos Stin Schara Me Imam Kai Mora Patates,Krasata Paidakia,Kotopoulo Gemisto Me Stafides, Dendrolivano Thymari Kai Kasseri,Hoirino Kotsi Lemonato', 'Psaria Kai Thalassina (Fish and Seafood)': 'Solomos Ston Atmo,Psari Sta Karvouna,Lavraki Me Tsigarellia,Garides Kai Hteniame Slatsa Ouzo Servirismena Me Hilopites', 'Mezethes (Appetizers Served Hot)': 'Anginares Moussaka,Pitakia Kaisarias,Kolokythakia Kai Melitzanakia Tyganita,Gigantes Sto Fourno Me Anitho Kai Aromatiki Saltsa Tomata,Dolmathes Avgolemono,Haloumi Sote Me Stafylia Kai Tsipouro,Soutzoukakia Smyrneika,Saganaki Tou Merakli,Afrata Keftedakia,Kalamarakia Tyganita,Garides Ouzo,Sardelles Scharas,Htapothi Scharas,Keftedakia Solomou, Servirismena Me Skordalia Apo Yiaourti', 'Greek Comfort Foods': 'Pastitsio,Moussaka', 'Soupes': 'Avgolemono Me Sampania,Revithada', 'Mezethes (Appetizers Served Cold)': 'Poikilia,Pastourma Me Roka Ahladi Kai Kefalograviera,Piperia Gemisti Me Kafteri Feta,Patzaria Psita Me Kopanisti Apo Feta Kai Dyosmo,Htenia Me Fasolia Kai Roka', 'Salates': 'Horiatiki,Patzarosalata,Maroulosalata,Roka Kai Ahladia Salata Me Fistikia Aeginis', 'Epipleon Piata (Side Dishes)': ""Greek Yiayia's Fried Potatoes,Patates Psites,Agrio Broccolo,Tsigarellia,Spanakorizo,Gigantes Skordalia Me Psiti Tomata""}, 'Desserts Menu': {'Epidorpia (Sweets)': 'Christos\' Towering Galaktobourekakia,Napoleon Me Mousse Apo Vissino Kai Yiaourti,Krem a M Astiha,""Mouzo"",Yaourti Straggism Eno M E Vissino, M Eli Kai Karydia', 'Hot Drinks': 'Coffee, Tea,Espresso,Greek Coffee,Cappuccino', 'Dessert Wines': 'Sam Os Vin Doux, (Muscat) Samos 2010,Sam Os Nectar (375 Ml), (Muscato) Samos 2001,Vinsanto Koutsoyiannopoulos (500 Ml), (Assyrtiko) Santorini 2003,Mavrodaphne of Patras Cavino, (Mavrodaphne) Patra Peloponese,Saint Nicholas Etko, (Commandaria) Limassol Cyprus,Centurion Etko (100 Year Old Blend), (Commandaria) Limassol Cyprus', 'Sparkling Wine': 'Am Alia Brut, (Moschofilero) Arcadia Peloponese'}, 'Lunch Menu': {'Prix Fixe Brunch': 'Prix Fixe Brunch', 'Sandwiches': 'Greek Grilled Cheese Sandwich,Vegetarian Pita Sandwich', 'Greek Comfort Foods': 'Pastitsio,Moussaka', 'Form the Grill': 'Psito Kotopoulo,Psites Garides,Psari Sta Karvouna,Paidakia Galaktos Stin Schara,Solomos Sta Karvouna', 'Omelets': 'Greek Village Omelet,Greek Island Frittata,Mushroom-Herb Omelet,Smoked Salmon and Chive Omelet', 'Epipleon Piata (Side Dishes)': ""Greek Yiayia's Fried Potatoes,Spanakorizo"", 'Beverage': 'Sparkling Wine, M Im Osa or Kir Royal', 'Mezethes (Appetizers Served Hot)': 'Spanakopita,Kolokythakia Kai M Elitzanakia Tyganita,Kalam Arakia Tyganita,Afrata Keftedakia,Garides Ouzo,Saganaki Tou M Erakli,Htapothi Scharas', 'Soup': 'Avgolem Ono Me Sampania', 'Mezethes (Appetizers Served Cold)': 'Taramosalata,Melitzanosalata,Tzatziki,Htenia M E Fasolia Kai Roka', 'Salates': 'Eliniki Salata,Greek Salad with Grilled Chicken Breast,Greek Salad with Grilled Calamari,Greek Salad with Grilled Shrimp,Horiatiki,Patzarosalata', 'Other Egg Dishes': 'Two Eggs Any Style,Roasted Tomato and Sautéed Potatoes,Pasturma and Sautéed Potatoes,Canadian Ham or Bacon,Bifteki Greek Style Burger'}}",Brunch: Saturday-Sunday 12:00pm-4:00pm      Lunch: Wednesday-Friday 12:00pm-4:00pm      Dinner: Sunday-Thursday 5:00pm-12:00am      Friday-Saturday 5:00pm-1:00am
Ribalta,,
Roberta's,,
Robataya,,
Rider,"{'Breakfast': {'Main': 'Granola,Hotel Lobby,Avocado Toast,The Cure,Breakfast Sandwich,Omelet,Home Fries,Grapefruit,Doughnuts of the Day', 'Beverages': 'Drip Coffee,Cold Brew,Cappuccino,Macchiato,Tea,Juice'}, 'Desserts': {'Desserts': 'Candy Cap Mushroom Crème Brûlée,Goat Cheese Panna Cotta,Lemon + Fennel Doughnuts,Parsnip Cake,Chocolate + Peanut Butter Mousse Cake', 'Ice Cream / Sorbet': 'Coffee Cookie Crunch,Mint Chocolate Chip,Buttermilk-Lime,Chocolate,Grapefruit'}, 'Drinks': {'Sparkling': ""Frico Frizzante, Scarpetta 2014,Vouvray Cuvée T, Dom. V. Carême 2014,Champagne, Colcombet 'Brut Sabre'"", 'White': 'Vinho Verde, Mica 2015,Bordeaux Blanc, C. Roquefort 2015,Chenin Blanc, Botanica 2014,Gavi, Villa Sparina 2015,Albariño, Tomado De Castro 2015,Pinot Grigio, Castello di Stefanago', 'Beer': 'Sunday Beer,Bad Seed,Radeberger,Montauk,Braven,Founders (Tall Boy)', 'Cocktails': 'Foul-Mouthed Grandma,Upgraded To Middle Class,Hiccup Hooray,Yuz-A Bad Hombre,Tropical Contact High,Girl with the Barbed Wire Tattoo,Semi-Bro Golfer', 'Red': ""Côtes Du Jura Corail, C. D'arlay 2011,Côtes du Rhône Villages 1895, Maucoil 2013,Bourgogne Rouge, Domaine Prin 2015,Blaufränkish, Nittnaus 2015,Gamay Noir, Copper Mountain 2016,Nebbiolo, Gioia D' Autunno 2014,Bordeaux, Cuvee Bistrot de Puy Arnaud""}, 'Lunch': {'Main': 'Tatsoi Salad,Pasta e Fagioli,Smoked Ricotta,Asparagus Caesar,Fregola + Ramps,Hot Roast Beef,Hot Fried Chicken,Grilled Trout,Lemon and Fennel Doughnuts,Cashew Milk Tapioca', 'Beverages': 'Drip Coffee,Cold Brew,Cappuccino,Macchiato,Tea,Juice'}, 'Brunch': {'Brunch': 'Lemon + Fennel Donuts,Banana French Toast,Granola,Avocado Toast,Crab Cakes Benny*,Eggs Morty*,The Cure*,Buttermilk Pancakes,Lox Fries*,Tofu Scramble,Omelet,Hotel Lobby*,Big Baby Donkey,Breakfast Sandwich,Hot Fried Chicken Sandwich,Cheeseburger*,Braised Beef + Red Flannel Hash,Fried Oyster Sandwich', 'Sparkles': 'Frico Frizzante, Scarpetta 2014,Vouvray Cuvée T, Dom. V. carême 2014', 'Cocktails': ""Burt Reynolds' Sextape,Upgraded to Middle Class,Covet They Neighbor's Drink,Safe Word of the Day,Saw Something, Said Something,Bloody Mary"", 'Sides': 'Biscuit + Jam,Pork Sausage,Chicken Sausage,Bacon', 'Rival Bros. Coffee': 'Rival Bros. Coffee,Cold Brew,Cappuccino,Macchiato,Iced Tea'}, 'Dinner': {'Main': ""Tatsoi Salad,Smoked Ricotta,Hot Fried Eggplant,Butter Lettuce Salad,Gemelli,Cute Soup,Fluke Crudo*,Torched Bonito*,Brussels Sprouts Remoulade,Roasted Vegetables,Pei Mussels,Striped Bass,Grilled Arctic Char,Vitello Tonnato*,Broccoli Raab,Lamb 'Porchetta',Chicken Nugget Lettuce Wraps,Rider 'Peking Duck',Griddled Mortadella Toast,Pork Belly,Chicken Thigh*,Chicken Liver Toast,Weinstein Special (Not That One),Braised Beef,Cheeseburger*,Steak Frites*""}}", Brunch: Saturday-Sunday 11am - 4pm      Dinner: Monday-Friday 6pm - 11pm      Saturday-Sunday 5:30pm - Midnight
Raoul's,"{'Dessert': {'Scotch': '', 'Tea': 'Chai Walla,China Green,Darjeeling Black,Chamomile,Peppermint Leaves', 'Desserts': 'Crème Brûlée,Profiteroles,Organic Strawberry Rhubarb Turnover,Banana Coconut Bread Pudding,Warm CasaLuker Chocolate Fondant,Assorted Ice Creams & Sorbets', 'American': 'High West ""Campfire"", Bourbon / Rye / Malt Scotch,High West Rendezvous, Straight Rye,Michter\'s US*1, Single Barrel Rye,Basil Hayden\'s, Bourbon,Jefferson\'s Reserve Kentucky, Straight Bourbon,Knob Creek, Bourbon 9-year,Woodford ""Reserve"", Bourbon', 'Whisky': '', 'Coffee': 'American,Espresso,Cappuccino,Cardamom Coffee', 'Single Malt': 'Glenmorangie 10-year,Laphroaig 10-year,Cragganmore 12-year,Macallan 12-year,Ardbeg Uigeadail,Oban 14-year,Lagavulin 16-year,Highland Park 18-year,Macallan 18-year', 'Blended Scotch': 'Johnnie Walker Gold,Johnnie Walker Blue'}, 'Brunch': {'Garnitures': 'Hollandaise Sauce,Grilled Merguez Sausage,Au Poivre Sauce,Pommes Frites', 'Entrees': 'Market Greens,Catskill Mountain Smoked Salmon*,Frisée*,Creekstone Farms Steak Tartare*', 'Plats Principaux': ""Soufflé Apple Pancake,Oeufs en Meurette,Sfoglini Mezze Rigatoni,Crispy Local Skate,Moules-Frites*,Roast Merguez*,Raoul's Burger au Poivre*,Steak & Eggs*"", 'Petit Plats à Partager': 'Oysters du Jour*,Jumbo Lump Crab Beignets,Tarte Flambée,Pâté Maison,Artichoke Vinaigrette', 'Cocktails': 'Mimosa Trio,Normandie Soixante-Quinze,Bloody Manette,Yuzu Collins,Dimanche Matin', 'Sans Alcool': 'Vierge Manette,Maple-Sage Grapefruit Faux-Jito'}, 'Dinner': {'Plats Principaux': 'Sfoglini Mezze Rigatoni,Crispy Local Skate*,Wild Steelhead Salmon*,Parmesan Crusted Cod*,Organic Roast Chicken,Colorado Rack of Lamb*,Steak au Poivre*', 'Entrees': 'Chilled Corn Soup,Market Greens,Frisée*,Catskill Mountain Smoked Salmon*,Grilled Octopus,Steak Tartare*,Veal Sweetbreads & Pork Belly*,La Belle Farms Foie Gras*', 'Petits Plats à Partager': 'Jumbo Lump Crab Beignets,Oysters du Jour*,Bigeye Tuna ""Saisi""*,Pâté Maison,Artichoke Vinaigrette,Escargots Tartines', 'Legumes': 'Haricots Verts,Quinoa Vinaigrette,Petite Green Salad,Pommes Frites,Roasted Baby Beets,Baby Spinach,Pommes Mousseline,Watercress Salad'}}",Dinner: Sunday-Thursday: 5:30pm - 12:00am    Dinner: Friday-Saturday: 5:30pm - 1:00am    Weekend Brunch:Saturday-Sunday:11:30am-3:30pm
Rockmeisha,,
